tick,timestamp_ms,avg_packet_loss,num_degraded_channels,num_degraded_devices
285,28500,0.13046783625730995,2,0
286,28600,0.13006993006993006,2,0
287,28700,0.12961672473867597,2,0
288,28800,0.12916666666666668,1,0
289,28900,0.1287773933102653,2,0
290,29000,0.12833333333333333,2,0
291,29100,0.1279495990836197,2,0
292,29200,0.12751141552511416,2,0
293,29300,0.12713310580204776,2,0
294,29400,0.12675736961451248,2,0
295,29500,0.12638418079096045,2,0
296,29600,0.1259572072072072,2,0
297,29700,0.12553310886644217,2,0
298,29800,0.12511185682326623,2,0
299,29900,0.12474916387959867,2,0
300,30000,0.12433333333333335,2,0
301,30100,0.12724252491694352,2,6
302,30200,0.12682119205298015,2,0
303,30300,0.1264026402640264,2,0
304,30400,0.12922149122807017,2,6
305,30500,0.12885245901639344,2,0
306,30600,0.12848583877995642,2,0
307,30700,0.12806731813246472,2,0
308,30800,0.12770562770562768,2,0
309,30900,0.12734627831715212,1,0
310,31000,0.12704301075268817,2,0
311,31100,0.12679528403001072,1,0
312,31200,0.1264423076923077,2,0
313,31300,0.1261448349307774,2,0
314,31400,0.12574309978768575,2,0
315,31500,0.1285185185185185,2,6
316,31600,0.1312763713080169,2,6
317,31700,0.13086225026288115,2,0
318,31800,0.13045073375262053,2,0
319,31900,0.13004179728317658,2,0
320,32000,0.12968749999999998,2,0
321,32100,0.13239875389408098,2,6
322,32200,0.13509316770186336,2,6
323,32300,0.1346749226006192,2,0
324,32400,0.13425925925925927,2,0
325,32500,0.1367179487179487,2,6
326,32600,0.1364519427402863,2,0
327,32700,0.1390927624872579,2,6
328,32800,0.13866869918699187,2,0
329,32900,0.13829787234042554,2,0
330,33000,0.13792929292929293,2,0
331,33100,0.14048338368580063,2,6
332,33200,0.14011044176706827,2,0
333,33300,0.13968968968968967,2,0
334,33400,0.13932135728542913,2,0
335,33500,0.14189054726368158,2,6
336,33600,0.141468253968254,2,0
337,33700,0.1410484668644906,2,0
338,33800,0.1406311637080868,2,0
339,33900,0.14021632251720748,2,0
340,34000,0.1398529411764706,2,0
341,34100,0.1395405669599218,2,0
342,34200,0.1391812865497076,2,0
343,34300,0.13882410106899903,2,0
344,34400,0.1412790697674419,2,6
345,34500,0.14096618357487922,2,0
346,34600,0.14060693641618496,2,0
347,34700,0.14020172910662823,2,0
348,34800,0.13979885057471264,2,0
349,34900,0.14226361031518625,2,6
350,35000,0.14185714285714285,2,0
351,35100,0.14150047483380815,2,0
352,35200,0.14389204545454545,2,6
353,35300,0.14353163361661947,2,0
354,35400,0.1431261770244821,1,0
355,35500,0.14553990610328635,2,6
356,35600,0.14522471910112358,2,0
357,35700,0.14481792717086836,2,0
358,35800,0.14450651769087525,2,0
359,35900,0.14410399257195913,2,0
360,36000,0.1437037037037037,2,0
361,36100,0.14607571560480148,2,6
362,36200,0.14843462246777162,2,6
363,36300,0.14802571166207532,1,0
364,36400,0.1477106227106227,2,0
365,36500,0.14735159817351598,2,0
366,36600,0.14694899817850637,2,0
367,36700,0.14659400544959125,2,0
368,36800,0.14619565217391303,2,0
369,36900,0.1459349593495935,2,0
370,37000,0.14563063063063061,2,0
371,37100,0.14523809523809525,2,0
372,37200,0.14484767025089604,2,0
373,37300,0.14450402144772118,2,0
374,37400,0.14411764705882352,2,0
375,37500,0.14373333333333335,2,0
376,37600,0.14343971631205674,2,0
377,37700,0.14566755083996466,2,6
378,37800,0.1479276895943563,2,6
379,37900,0.14753737906772207,2,0
380,38000,0.14714912280701756,2,0
381,38100,0.1467629046369204,2,0
382,38200,0.1464223385689354,2,0
383,38300,0.14604003481288078,2,0
384,38400,0.14570312500000002,2,0
385,38500,0.1453679653679654,2,0
386,38600,0.14499136442141622,2,0
387,38700,0.1446597760551249,2,0
388,38800,0.1443298969072165,2,0
389,38900,0.14395886889460152,2,0
390,39000,0.1435897435897436,2,0
391,39100,0.1432225063938619,2,0
392,39200,0.14285714285714285,2,0
393,39300,0.14499575911789653,2,6
394,39400,0.14462774957698815,2,0
395,39500,0.14426160337552743,2,0
396,39600,0.14389730639730638,2,0
397,39700,0.1435348446683459,2,0
398,39800,0.14321608040201006,2,0
399,39900,0.14285714285714285,2,0
400,40000,0.14254166666666665,2,0
401,40100,0.14218620116375727,1,0
402,40200,0.14191542288557213,2,0
403,40300,0.14156327543424316,2,0
404,40400,0.14125412541254126,2,0
405,40500,0.14090534979423866,2,0
406,40600,0.1405993431855501,2,0
407,40700,0.14033579033579033,2,0
408,40800,0.13999183006535945,2,0
409,40900,0.13964955175224125,2,0
410,41000,0.1393089430894309,2,0
411,41100,0.1389699918896999,2,0
412,41200,0.1386326860841424,2,0
413,41300,0.13829701372074257,2,0
414,41400,0.13800322061191625,2,0
415,41500,0.13771084337349396,2,0
416,41600,0.13974358974358975,2,6
417,41700,0.1394484412470024,2,0
418,41800,0.1391945773524721,2,0
419,41900,0.13886237072394592,1,0
420,42000,0.13853174603174603,2,0
421,42100,0.1382818685669042,2,0
422,42200,0.13795418641390206,2,0
423,42300,0.13995271867612294,2,6
424,42400,0.13962264150943396,2,0
425,42500,0.13933333333333334,2,0
426,42600,0.1390453834115806,2,0
427,42700,0.13871975019516,2,0
428,42800,0.1383956386292835,2,0
429,42900,0.1381118881118881,2,0
430,43000,0.1378294573643411,2,0
431,43100,0.13750966744006185,2,0
432,43200,0.13719135802469137,2,0
433,43300,0.1369515011547344,2,0
434,43400,0.13667434715821813,2,0
435,43500,0.13865900383141763,2,6
436,43600,0.13834097859327218,2,0
437,43700,0.1402745995423341,2,6
438,43800,0.13999238964992392,1,0
439,43900,0.13967350037965073,2,0
440,44000,0.13935606060606062,2,0
441,44100,0.1390400604686319,2,0
442,44200,0.13876319758672698,2,0
443,44300,0.13848758465011288,2,0
444,44400,0.13817567567567568,2,0
445,44500,0.13786516853932582,2,0
446,44600,0.13755605381165917,2,0
447,44700,0.137248322147651,2,0
448,44800,0.13694196428571428,2,0
449,44900,0.13671121009651077,2,0
450,45000,0.13862962962962963,2,6
451,45100,0.13832224685883224,2,0
452,45200,0.14019174041297935,1,6
453,45300,0.13991905813097869,2,0
454,45400,0.1396108663729809,1,0
455,45500,0.13930402930402933,2,0
456,45600,0.14119152046783626,2,6
457,45700,0.14307075127644053,2,6
458,45800,0.14275836972343522,2,0
459,45900,0.14244734931009442,2,0
460,46000,0.1421376811594203,2,0
461,46100,0.1419016630513377,1,0
462,46200,0.14163059163059163,2,0
463,46300,0.14132469402447803,2,0
464,46400,0.14102011494252872,2,0
465,46500,0.14075268817204303,2,0
466,46600,0.14048640915593705,2,0
467,46700,0.14025695931477514,2,0
468,46800,0.13995726495726493,1,0
469,46900,0.1396588486140725,2,0
470,47000,0.13939716312056738,2,0
471,47100,0.139171974522293,2,0
472,47200,0.1388771186440678,2,0
473,47300,0.1385835095137421,2,0
474,47400,0.14040084388185653,2,6
475,47500,0.14010526315789473,1,0
476,47600,0.13984593837535012,1,0
477,47700,0.1395527603074773,2,0
478,47800,0.13929567642956764,2,0
479,47900,0.13900487125956854,2,0
480,48000,0.13871527777777778,2,0
481,48100,0.13842688842688847,2,0
482,48200,0.13820885200553248,2,0
483,48300,0.13799171842650104,2,0
484,48400,0.1378099173553719,2,0
485,48500,0.13759450171821305,2,0
486,48600,0.1373113854595336,2,0
487,48700,0.13709787816563998,2,0
488,48800,0.1368169398907104,2,0
489,48900,0.13653715064758007,2,0
490,49000,0.13629251700680273,1,0
491,49100,0.13601493550577054,2,0
492,49200,0.13577235772357724,2,0
493,49300,0.13553076402974984,2,0
494,49400,0.13532388663967612,2,0
495,49500,0.13505050505050506,2,0
496,49600,0.13481182795698926,2,0
497,49700,0.1345405767940979,2,0
498,49800,0.13427041499330658,2,0
499,49900,0.13400133600534403,2,0
500,50000,0.13376666666666667,1,0
501,50100,0.13349966733200266,2,0
502,50200,0.1352257636122178,2,6
503,50300,0.1349900596421471,2,0
504,50400,0.13472222222222222,2,0
505,50500,0.13445544554455446,2,0
506,50600,0.13422266139657443,1,0
507,50700,0.13399079552925708,2,0
508,50800,0.13379265091863515,2,0
509,50900,0.1335297969875573,2,0
510,51000,0.13326797385620914,2,0
511,51100,0.1330071754729289,2,0
512,51200,0.13277994791666667,2,0
513,51300,0.13255360623781676,2,0
514,51400,0.13229571984435798,2,0
515,51500,0.13207119741100323,2,0
516,51600,0.1318798449612403,2,0
517,51700,0.13168923275306255,2,0
518,51800,0.13143500643500644,2,0
519,51900,0.13121387283236993,2,0
520,52000,0.1328846153846154,2,6
521,52100,0.1326295585412668,2,0
522,52200,0.13240740740740742,2,0
523,52300,0.1321542383683875,2,0
524,52400,0.13196564885496184,2,0
525,52500,0.1317142857142857,2,0
526,52600,0.1314638783269962,2,0
527,52700,0.13130929791271348,2,0
528,52800,0.13106060606060604,2,0
529,52900,0.13087586641461876,2,0
530,53000,0.13066037735849056,2,0
531,53100,0.1322975517890772,2,6
532,53200,0.13204887218045114,2,0
533,53300,0.13180112570356473,2,0
534,53400,0.13167915106117353,2,0
535,53500,0.1314330218068536,2,0
536,53600,0.13118781094527363,2,0
537,53700,0.130943513345748,2,0
538,53800,0.1307001239157373,2,0
539,53900,0.13045763760049475,2,0
540,54000,0.13024691358024693,2,0
541,54100,0.1300369685767098,2,0
542,54200,0.1298277982779828,2,0
543,54300,0.13143032535297727,2,6
544,54400,0.13118872549019608,2,0
545,54500,0.13100917431192663,2,0
546,54600,0.13076923076923078,2,0
547,54700,0.13053016453382085,2,0
548,54800,0.1302919708029197,2,0
549,54900,0.13005464480874315,2,0
550,55000,0.12987878787878784,2,0
551,55100,0.1297035692679976,2,0
552,55200,0.12952898550724637,2,0
553,55300,0.12929475587703435,2,0
554,55400,0.12906137184115526,2,0
555,55500,0.1306006006006006,2,6
556,55600,0.13216426858513192,2,6
557,55700,0.13192698982645124,2,0
558,55800,0.1316905615292712,2,0
559,55900,0.13145497912939774,2,0
560,56000,0.13122023809523808,1,0
561,56100,0.13098633392751038,2,0
562,56200,0.1307532621589561,2,0
563,56300,0.130550621669627,2,0
564,56400,0.13037825059101654,2,0
565,56500,0.13017699115044248,2,0
566,56600,0.13000588928150766,2,0
567,56700,0.1297766019988242,2,0
568,56800,0.12957746478873236,2,0
569,56900,0.13110720562390157,2,6
570,57000,0.13087719298245615,2,0
571,57100,0.1306479859894921,2,0
572,57200,0.13047785547785548,2,0
573,57300,0.1302501454333915,2,0
574,57400,0.13002322880371664,2,0
575,57500,0.12979710144927536,2,0
576,57600,0.12962962962962962,2,0
577,57700,0.13113807047949164,2,6
578,57800,0.13264129181084197,2,6
579,57900,0.13244099021301095,2,0
580,58000,0.13227011494252874,1,0
581,58100,0.13204245553643146,2,0
582,58200,0.131815578465063,2,0
583,58300,0.13158947970268725,2,0
584,58400,0.13136415525114156,2,0
585,58500,0.13116809116809117,2,0
586,58600,0.13102957906712173,2,0
587,58700,0.13080636002271437,2,0
588,58800,0.1305839002267574,2,0
589,58900,0.13036219581211095,2,0
590,59000,0.1301412429378531,2,0
591,59100,0.12992103778905809,2,0
592,59200,0.1297578828828829,2,0
593,59300,0.12956717256885888,2,0
594,59400,0.1294051627384961,2,0
595,59500,0.129187675070028,2,0
596,59600,0.1289709172259508,2,0
597,59700,0.12875488553880512,2,0
598,59800,0.1285674470457079,2,0
599,59900,0.1283528102392877,2,0
600,60000,0.1297222222222222,2,6
